groupId,artifactId
org.eclipse.jetty.websocket,websocket-jetty-client
org.mineacademy.plugin,FactionsUUID
org.noear,sa-token-solon-plugin
org.atmosphere,nettosphere
org.springframework.cloud,spring-cloud-starter-feign
com.owlike,genson
com.github.akjava,html5gwt
dk.brics,automaton
org.cellocad,netsynth
org.netbeans.api,org-netbeans-modules-projectapi
com.github.goekay,CompositeJKS
org.eclipse.jetty,jetty-server
org.codehaus.groovy,groovy-all-minimal
com.eclipsesource.minimal-json,minimal-json
org.webjars.npm,n1ru4l__push-pull-async-iterable-iterator
org.apache.solr,solr-lucene-core
com.github.oshi,oshi-core
org.knowm.xchart,xchart
com.codahale.metrics,metrics-core
org.apache.lucene,lucene-analyzers-common
org.nanohttpd,nanohttpd
com.squareup.okhttp3,okhttp-urlconnection
ch.cyberduck,eue
com.clearspring.analytics,stream
org.junit.platform,junit-platform-commons
org.mybatis.spring.boot,mybatis-spring-boot-starter
org.mineacademy.plugin,LWC
org.primesoft.blockshub,BlockHub
org.mapdb,thread-weaver
com.github.mangstadt,vinnie
net.minecraftforge,forgeflower
org.pac4j,pac4j-oauth
org.noear,water-solon-plugin
org.apache.derby,derbynet
org.apache.httpcomponents,httpclient
org.mongodb,mongodb-driver-sync
com.amazon.ion,ion-java
ca.uhn.hapi.fhir,hapi-fhir-server-openapi
com.mashape.unirest,unirest-java
org.springframework.boot,spring-boot-starter-aop
com.itextpdf,hyph
org.apache.shiro,shiro-core
org.apache.maven.wagon,wagon-provider-api
org.apache.maven,maven-repository-metadata
org.powermock,powermock-api-easymock
com.braintreepayments.gateway,braintree-java
com.twitter.elephantbird,elephant-bird-core
org.jboss.weld.servlet,weld-servlet-core
org.b3log,latke-repository-h2
org.apache.activemq,activemq-broker
me.lemire.integercompression,JavaFastPFOR
org.eclipse.jetty,jetty-annotations
org.apache.cassandra,cassandra-thrift
cn.easyproject,easyocr
com.surenpi.autotest,autotest.report
com.cloudbees.plugins,build-flow-plugin
com.tngtech.archunit,archunit-junit4
org.ops4j.pax.exam,pax-exam-link-assembly
org.inventivetalent,pluginannotations
com.codeborne,selenide
org.apache.oltu.oauth2,org.apache.oltu.oauth2.client
io.confluent,kafka-connect-storage-format
com.neuronrobotics,JCSG
com.blinkfox,stalker
com.github.jagrosh,JLyrics
org.jenkins-ci.plugins,authentication-tokens
org.mortbay.jetty,jetty-util
us.springett,cvss-calculator
org.jboss.narayana.jta,narayana-jta
io.confluent,kafka-streams-avro-serde
org.ops4j.pax.exam,pax-exam
net.imprex,orebfuscator-api
com.github.cloudfoundry-community,nats-client
com.onarandombox.multiverseportals,Multiverse-Portals
org.jfxtras,jfxtras-window
com.bergerkiller.bukkit,SignLink
org.redisson,redisson
org.jgroups,jgroups-raft
com.github.joniles,rtfparserkit
io.swagger,swagger-servlet
ch.iterate.backblaze,b2
io.netty,netty
org.hashids,hashids
org.glassfish.jersey.connectors,jersey-apache-connector
org.jenkins-ci.plugins,handy-uri-templates-2-api
javax.faces,jsf-api
org.testfx,openjfx-monocle
org.kingdoms,kingdoms
com.xuxueli,xxl-job-core
org.jboss.spec.javax.websocket,jboss-websocket-api_1.1_spec
se.michaelthelin.spotify,spotify-web-api-java
com.octo.captcha,jcaptcha-all
org.noear,semaphore-solon-plugin
com.baomidou,mybatis-plus-boot-starter
org.mineacademy.plugin,mcMMO
org.restlet.jse,org.restlet.ext.simple
org.springframework.build,aws-maven
org.neo4j,neo4j-kernel
org.noear,luffy-solon-plugin
org.sonarsource.sonarqube,sonar-testing-harness
org.alfresco,jlan
org.clojure,clojure
de.keyle,mypet
org.inventivetalent,frame-map-util
net.sourceforge.javaflacencoder,java-flac-encoder
com.yunpian.sdk,yunpian-java-sdk
org.noear,solon-web
org.apfloat,apfloat
com.github.goxr3plus,java-google-speech-api
uk.org.lidalia,slf4j-test
org.apache.orc,orc-core
com.google.errorprone,javac
org.clueminer,clustering-dist
com.datadoghq,java-dogstatsd-client
javax.vecmath,vecmath
org.swinglabs,swing-layout
org.apache.curator,curator-x-discovery
ru.r2cloud,rotctrldClient
org.webjars,openlayers
org.mineacademy.plugin,WorldGuard
com.lmax,disruptor
pl.touk,throwing-function
io.prometheus,simpleclient_servlet
org.igniterealtime.smack,smack-tcp
org.mapstruct,mapstruct
de.themoep,minedown-adventure
de.keyle,mypet-skilltree-creator
org.bukkit,bukkit
org.jenkins-ci,constant-pool-scanner
org.rococoa,rococoa-core
org.apache.samza,samza-core_2.11
org.webjars,highcharts
io.cucumber,cucumber-spring
org.noear,nacos-solon-plugin
us.codecraft,webmagic-core
net.sourceforge.saxon,saxon
org.agrona,agrona
com.plotsquared.bukkit,PlotSquared
org.jdbi,jdbi3-sqlobject
org.ops4j.pax.exam,pax-exam-container-forked
com.tobedevoured.naether,core
org.apache.kafka,connect-api
org.apache.maven.shared,maven-script-interpreter
de.keyle,mypet-compat-v1_17_R1
org.springframework,spring-oxm
ch.cyberduck,storegate
io.gdcc,sword2-server
com.webkonsept.bukkit.simplechestlock,simplechestlock
org.apache.storm,storm-kafka
org.springframework.boot,spring-boot-starter-undertow
org.yaml,snakeyaml
org.apache.parquet,parquet-pig
com.google.jimfs,jimfs
org.spockframework,spock-core
com.univocity,univocity-output-tester
org.netbeans.api,org-openide-awt
br.net.fabiozumbi12.RedProtect,RedProtect
org.openjfx,javafx-web
xmlrpc,xmlrpc-client
com.hankcs,hanlp
org.apache.tomcat,tomcat-el-api
com.uber.m3,tally-core
com.madgag.spongycastle,core
net.openhft,affinity
com.microsoft.sqlserver,mssql-jdbc
it.sauronsoftware.cron4j,cron4j
org.scify,JInsect
io.confluent,kafka-protobuf-serializer
org.kordamp.ikonli,ikonli-icomoon-pack
org.apache.commons,commons-math3
org.apache.abdera,abdera-i18n
org.lmdbjava,lmdbjava
org.saintandreas,oria-resources
org.noear,nami.coder.snack3
com.github.Archy-X,SmartInvs
org.apache.tomcat,tomcat-jsp-api
com.google.code.findbugs,findbugs
org.glassfish.jersey.ext,jersey-mvc-jsp
org.apache.calcite,calcite-linq4j
org.fxyz3d,fxyz3d
org.netbeans.api,org-netbeans-modules-projectuiapi-base
net.minecrell,terminalconsoleappender
io.searchbox,jest
org.apache.spark,spark-core_2.12
eu.michael-simons,wro4j-spring-boot-starter
com.googlecode.json-simple,json-simple
net.sf.meka.thirdparty,mst
org.clueminer,graph-impl
com.swrve,rate-limited-logger
org.slf4j,slf4j-nop
batik,batik-svggen
spy,spymemcached
com.microsoft.alm,oauth2-useragent
org.springframework.social,spring-social-facebook
ch.cyberduck,nio
io.prometheus,simpleclient_hotspot
org.wildfly.core,wildfly-cli
com.github.vincentk,joptimizer
org.iban4j,iban4j
org.hibernate.common,hibernate-commons-annotations
cn.jpush.api,jiguang-common
com.mortennobel,java-image-scaling
ch.ethz.ganymed,ganymed-ssh2
com.github.Ghost-chu,MineDown
com.typesafe,config
com.simsilica,lemur
ch.iterate.cryptomator,cryptolib
io.netty,netty-tcnative-boringssl-static
net.homeip.yusuke,twitter4j
io.netty.incubator,netty-incubator-transport-native-io_uring
io.github.biezhi,oh-my-email
org.apache.commons,commons-jcs-jcache
org.jboss.arquillian.extension,arquillian-rest-client-api
com.google.inject.extensions,guice-servlet
org.scale7,scale7-core
org.apache.hadoop,hadoop-minikdc
com.github.fakemongo,fongo
com.fasterxml.jackson.core,jackson-core
com.jcabi,jcabi-xml
org.apache.mina,mina-core
org.netbeans.api,org-netbeans-modules-editor-mimelookup
org.apache.spark,spark-core_2.10
org.webjars,angular-file-upload
pki.gov.kz,kalkancrypt
software.amazon.awssdk,url-connection-client
org.benf,reader
com.ancientshores,ancient
org.apache.hadoop,hadoop-common
edu.ucsb.nceas,ezid
org.mock-server,mockserver-netty
com.google.truth,truth
com.surenpi.autotest,autotest.utils
com.xeiam.xchart,xchart
io.earcam.wrapped,com.sun.tools.attach
com.stuartsierra,component
com.google.api,gax-httpjson
commons-collections,commons-collections-testframework
org.apache.directory.server,apacheds-core-constants
org.lastaflute,lasta-di
ch.cyberduck,dropbox
net.openhft,chronicle-bytes
org.elasticsearch,elasticsearch
org.orekit,orekit
javax.activation,javax.activation-api
io.dropwizard.metrics,metrics-core
org.noear,nami.channel.socketd.smartsocket
com.nukkitx,fastutil-lite
javax.mail,mailapi
com.belerweb,pinyin4j
com.github.swri-robotics,bag-reader-java
com.github.alex9849,advanced-region-market
com.github.fracpete,multisearch-weka-package
com.github.Zrips,Jobs
org.noear,solon.extend.aspect
org.quartz-scheduler,quartz-jobs
com.twelvemonkeys.imageio,imageio-core
javax.xml.bind,jaxb-api
org.reactivestreams,reactive-streams-tck
com.google.oauth-client,google-oauth-client
io.confluent,kafka-client-plugins
ca.uhn.hapi.fhir,hapi-fhir-testpage-overlay
com.sk89q.worldguard,worldguard-core
org.evosuite,evosuite-standalone-runtime
net.sf.saxon,Saxon-HE
com.azure,azure-security-keyvault-secrets
org.noear,solon.serialization.snack3
org.ops4j.pax.url,pax-url-link
org.roaringbitmap,shims
io.grpc,grpc-core
io.seata,seata-all
com.xebialabs.restito,restito
io.reactivex,rxjava
org.aksw.jena-sparql-api,jena-sparql-api-core
jakarta.json,jakarta.json-api
de.dfki.mary,voice-cmu-rms-hsmm
io.bastillion,lmvc
org.bergerhealer.cloud.commandframework,cloud-paper
com.epam.healenium,tree-comparing
com.apple,dnssd
com.github.cisco-system-traffic-generator,trex-java-sdk
org.apache.xmlgraphics,fop
org.fenixedu,fenixedu-spaces
com.nimbusds,oauth2-oidc-sdk
edu.cmu.sphinx,sphinx4-core
org.webjars.npm,github-buttons
io.dropwizard.metrics,metrics-ganglia
com.sun,sa-jdi
org.jline,jline-terminal
com.google.protobuf,protobuf-java
com.mycompagny,bdm-dao
java3d,j3d-core-utils
org.jenkins-ci.plugins.pipeline-stage-view,pipeline-rest-api
org.cyclopsgroup,jcli
com.herocraftonline.heroes,heroes-stripped
com.hierynomus,sshj
com.googlecode.jcsv,jcsv
org.codehaus.groovy,groovy-ant
org.mineacademy.plugin,MassiveCore
br.com.caelum.vraptor,vraptor-error-control
org.eclipse.jetty.http2,http2-server
org.noear,solon.socketd.client.netty
com.tinfoiled.mcpe.leveldb,leveldb
io.confluent,kafka-connect-storage-common
edu.cmu.sphinx,sphinx4-data
org.eclipse.aether,aether-transport-http
com.github.freva,ascii-table
org.jdom,jdom2
org.noear,nami.channel.http.okhttp
net.sourceforge.jtds,jtds
net.daporkchop.lib,noise
org.wiztools.restclient,restclient-server
org.noear,solon.schedule
com.thinkaurelius.titan,titan-hbase
com.typesafe.akka,akka-cluster_2.10
com.keypoint,png-encoder
com.vladsch.flexmark,flexmark
org.odftoolkit,odfdom-java
org.jboss.spec.javax.transaction,jboss-transaction-api_1.2_spec
com.google.code.simple-spring-memcached,xmemcached-provider
io.grpc,grpc-netty
org.mock-server,mockserver-client-java
org.netbeans.api,org-netbeans-api-progress
com.maxmind.geoip2,geoip2
org.mongodb,mongo-java-driver
net.jodah,expiringmap
com.github.MilkBowl,VaultAPI
org.mineacademy.plugin,Jobs
com.squareup.retrofit2,converter-jackson
org.noear,nami.coder.fastjson
org.apache.deltaspike.modules,deltaspike-data-module-api
net.htmlparser.jericho,jericho-html
org.semanticweb.yars,nxparser
com.itextpdf,pdftest
org.processing,pdf
com.openhtmltopdf,openhtmltopdf-pdfbox
info.cukes,cucumber-junit
org.peimari,maddon
org.asciidoctor,asciidoctorj-api
org.jenkins-ci,annotation-indexer
org.springframework.cloud,spring-cloud-spring-service-connector
com.google.guava,guava-base
org.noear,solon.socketd.client.jdksocket
org.benf,cfr
io.kubernetes,client-java-proto
org.restlet.jse,org.restlet
org.jetbrains.xodus,xodus-openAPI
com.github.jnr,jnr-ffi
com.graphaware.neo4j,resttest
org.netbeans.api,org-netbeans-modules-editor-completion
org.mortbay.jetty.alpn,jetty-alpn-agent
com.bulenkov,darcula
io.cucumber,cucumber-java8
com.vmware.vapi,oidc-oauth2-sdk
com.twelvemonkeys.imageio,imageio-batik
io.github.openfeign,feign-jackson
org.apache.parquet,parquet-thrift
org.kuali.common,kuali-threads
net.daporkchop,leveldb-mcpe-jni
org.apache.solr,solr-test-framework
org.brotli,dec
org.javassist,javassist
com.vaadin,vaadin-server
com.arangodb,velocypack
org.bitcoinj,bitcoinj-core
io.github.ForteScarlet.simple-robot-module,mod-cqcodeutils
com.google.doclava,doclava
org.modelmapper,modelmapper
org.apache.directory.shared,shared-ldap-schema
ca.pjer,chatter-bot-api
io.findify,s3mock_2.13
org.apache.logging.log4j,log4j-jcl
com.fasterxml.jackson.datatype,jackson-datatype-jdk8
com.github.ralfstuckert.pdfbox-layout,pdfbox2-layout
org.noear,solon.view.freemarker
org.jenkins-ci.plugins,p4
jakarta.json,jakarta.json-tck-common
org.jxmapviewer,jxmapviewer2
org.jasypt,jasypt
net.logstash.logback,logstash-logback-encoder
org.apache.maven,maven-plugin-api
org.apache.hadoop,hadoop-hdfs-client
android,support-v4
software.amazon.awssdk,sdk-core
org.eclipse.jetty,jetty-servlets
org.apache.velocity,velocity-engine-core
org.ejml,ejml-simple
org.eclipse.collections,eclipse-collections
org.apache.calcite.avatica,avatica-server
org.metawidget.modules,metawidget-all
org.jenkins-ci.plugins,node-iterator-api
net.sf.json-lib,json-lib
org.jboss.resteasy,resteasy-client
org.kubek2k,springockito
org.apache.maven.plugin-tools,maven-plugin-tools-annotations
javax.servlet,jstl
com.google.gdata,core
org.codehaus.woodstox,stax2-api
org.apache.sshd,sshd-sftp
org.apache.openejb,javaee-api
org.bgee.log4jdbc-log4j2,log4jdbc-log4j2-jdbc4.1
org.jruby,jruby-complete
io.opencensus,opencensus-api
com.github.fangjinuo.sqlhelper,sqlhelper-jsqlparser
com.sk89q.worldedit,worldedit-core
org.noear,solon
com.metamx,tranquility_2.10
jakarta.persistence,jakarta.persistence-api
com.vmware.vapi,vapi-runtime
com.github.os72,protoc-jar
org.sonarsource.sslr,sslr-core
org.noear,solon.boot.jlhttp
eu.hansolo,tilesfx
com.google.gwt,gwt-servlet
org.harctoolbox,RemoteLocator
jakarta.servlet,jakarta.servlet-api
it.unimi.dsi,fastutil
org.apache.lucene,lucene-suggest
com.github.seancfoley,ipaddress
org.keycloak,keycloak-server-spi
net.sf.offo,fop-hyph
org.noear,consul-solon-plugin
org.eclipse.jdt,org.eclipse.jdt.annotation
org.jcodec,jcodec
org.assertj,assertj-core
org.xerial,sqlite-jdbc
org.spigotmc,spigot-api
com.github.livesense,jodconverter-core
com.github.SkriptLang,Skript
com.microsoft.graph,microsoft-graph-core
com.jcraft,jzlib
org.fxmisc.richtext,richtextfx
net.citizensnpcs,citizens
net.portswigger.burp.extender,burp-extender-api
com.chaschev,chutils
com.frostwire,jlibtorrent-windows
org.twdata.maven,mojo-executor
com.cloudhopper,ch-commons-gsm
org.harctoolbox,HarcHardware
de.dfki.mary,voice-dfki-prudence-hsmm
org.openrdf.sesame,sesame-rio-ntriples
com.google.inject.extensions,guice-multibindings
com.github.PikaMug.Quests,quests-api
org.noear,nami.channel.socketd.jdksocket
org.jenkins-ci.plugins,azure-commons
org.apache.shiro,shiro-ehcache
org.apache.tomcat,annotations-api
javax.servlet,javax.servlet-api
org.bergerhealer.cloud.commandframework,cloud-minecraft-extras
org.apache.thrift,libthrift
org.netbeans.modules,org-netbeans-modules-maven-model
org.codehaus.mojo,animal-sniffer-annotations
org.jenkins-ci.plugins,credentials
org.webjars.bower,angular
org.mozilla,rhino
org.apache.samza,samza-test_2.11
de.keyle,mypet-compat-v1_9_R2
org.redline-rpm,redline
com.aliyun.oss,aliyun-sdk-oss
org.netbeans.api,org-openide-nodes
net.hasor,hasor-web
org.openjfx,javafx-base
org.clueminer,evolution-api
io.github.soc,directories
com.github.twosigma.beakerx,beaker-kernel-base
org.jenkins-ci.plugins,rabbitmq-consumer
org.jmonkeyengine,jme3-desktop
com.burgstaller,okhttp-digest
org.jboss.remotingjmx,remoting-jmx
org.openjfx,javafx-swing
de.dfki.mary,voice-cmu-slt-hsmm
org.apache.taglibs,taglibs-standard-impl
gov.nist.math,jama
jakarta.activation,jakarta.activation-api
com.authlete,authlete-java-jaxrs
de.simonsator,Party-and-Friends-MySQL-Edition-Spigot-API
org.jetbrains,annotations
es.us.isa,idl-choco
org.netbeans.api,org-netbeans-libs-junit4
taglibs,datetime
com.taobao,taobao-sdk-java-auto
com.moilioncircle,redis-replicator
org.springframework.webflow,spring-webflow
com.google.apis,google-api-services-youtubereporting
org.apache.struts,struts-taglib
org.springframework.cloud,spring-cloud-connectors-core
org.jboss.remoting,jboss-remoting
org.hibernate,hibernate-core
org.springframework.boot,spring-boot-starter
dev.dbassett,skullcreator
simplepets.brainsynder,SimplePets
org.webjars,d3js
ws.schild,jave-core
org.apache.omid,omid-tso-server-hbase2.x
net.i2p.crypto,eddsa
ar.com.fdvs,DynamicJasper-core-fonts
org.testcontainers,testcontainers
io.papermc.paper,paper-api
org.jadira.usertype,usertype.jodatime
io.github.biezhi,TinyPinyin
com.sonyericsson.hudson.plugins.rebuild,rebuild
org.apache.maven,maven-embedder
org.slf4j,log4j-over-slf4j
org.apache.parquet,parquet-column
br.com.caelum.vraptor,vraptor-brutauth
br.com.caelum.vraptor,vraptor-action-cache
org.hibernate,hibernate
io.github.swagger2markup,swagger2markup-spring-restdocs-ext
com.joyent.util,fast-md5
com.aerse,rrd4j-light
com.github.wujiuye,qps-helper
de.dfki.mary,voice-cmu-nk-hsmm
org.springframework.boot,spring-boot-starter-thymeleaf
net.arnx,jsonic
org.apache.omid,omid-timestamp-storage-hbase1.x
org.whiley,jmodelgen
org.pcap4j,pcap4j-packetfactory-static
com.streamsets,streamsets-datacollector-api
org.noear,solon.logging
io.debezium,debezium-testing-testcontainers
org.noear,mybatisplus-solon-plugin
org.fenixedu,tinTools
org.springframework.boot,spring-boot-starter-web
asm,asm-util
com.h2database,h2-mvstore
io.github.rowak,nanoleaf-api
com.frostwire,jlibtorrent
org.quartz-scheduler,quartz
org.jfxtras,jfxtras-gauge-linear
org.apache.directory.shared,shared-ldap-schema-loader
org.mineacademy.plugin,Factions
org.springframework.boot,spring-boot-starter-security
org.roboguice,roboguice
org.apache.geronimo.modules,geronimo-transaction
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-base
org.apache.directory.jdbm,apacheds-jdbm1
org.apache.maven,maven-model
javax.transaction,javax.transaction-api
com.quhaodian,freemaker
org.junit.platform,junit-platform-surefire-provider
com.github.LoneDev6,itemsadder-api
club.minnced,discord-webhooks
org.springframework,spring-expression
org.bouncycastle,bcprov-ext-jdk15on
org.apache.logging.log4j,log4j-api
com.github.GeyserMC,mcauthlib
org.apache.lucene,lucene-analyzers-kuromoji
org.eclipse.jetty.websocket,websocket-jetty-server
org.nanohttpd,nanohttpd-websocket
com.google.http-client,google-http-client-jackson2
de.tr7zw,item-nbt-api-plugin
org.omnifaces,omnifaces
org.pitest,pitest-entry
net.sf.jung,jung-graph-impl
org.sonarsource.sslr,sslr-testing-harness
io.swagger.core.v3,swagger-core
com.warrenstrange,googleauth
net.jthink,jaudiotagger
org.cloudburstmc,upnp
com.github.javaparser,javaparser-symbol-solver-core
nom.tam.fits,fits
org.xmlunit,xmlunit-assertj3
it.uniroma1.dis.wsngroup.gexf4j,gexf4j
javax.servlet.jsp.jstl,jstl-api
org.eclipse.jetty.websocket,javax-websocket-server-impl
io.grpc,grpc-protobuf
org.slf4j,jul-to-slf4j
org.junit.jupiter,junit-jupiter-engine
org.rlcommunity.rlglue,JavaRLGlueCodec
org.bitstrings.test,junit-clptr
org.clueminer,clustering-impl
org.mineacademy.plugin,LandsAPI
org.fenixedu,bennu-portal
cn.wildfirechat,sdk
com.github.llbit,jo-nbt
net.code-story,http
com.jfinal,activerecord
org.scribe,scribe
no.api.freemarker,freemarker-java8
taglibs,standard
net.sourceforge.lept4j,lept4j
com.entopix,maui
net.openhft,chronicle-core
io.rest-assured,rest-assured
org.apache.directory.server,apacheds-ldif-partition
me.qmx.jitescript,jitescript
ro.fortsoft.pf4j,pf4j
org.apache.jmeter,ApacheJMeter_java
io.vertx,vertx-auth-common
org.testcontainers,pulsar
org.apache.axis2,axis2-jaxws
com.sun,tools
org.apache.lucene,lucene-highlighter
org.junit.platform,junit-platform-suite-api
org.golde,corpsereborn
org.pitest,pitest
org.apache.calcite,calcite-testkit
axis,axis-saaj
co.aikar,minecraft-timings
com.vividsolutions,jts
org.noear,rabbitmq-solon-plugin
com.google.api-client,google-api-client-gson
com.github.docker-java,docker-java-transport-httpclient5
com.github.whvcse,easy-captcha
net.sourceforge.findbugs,jsr305
org.noear,solon.extend.cors
ch.qos.logback,logback-core
com.j256.ormlite,ormlite-core
org.hdrhistogram,HdrHistogram
org.sonarsource.sonarqube,sonar-plugin-api
org.springframework.boot,spring-boot-starter-mail
org.apache.tomcat,servlet-api
org.inventivetalent,mapmanager
mawazo,chombo
com.github.Nathat23,StackMob-5
org.clueminer,clustering-api
com.apple,AppleJavaExtensions
org.apache.maven,maven-resolver-provider
org.codelibs,corelib
com.barchart.udt,barchart-udt-bundle
java3d,vecmath
org.apache.struts,struts2-jfreechart-plugin
org.noear,solon.boot.websocket
co.stateful,java-sdk
com.sun.jersey,jersey-json
org.jdesktop,beansbinding
org.eclipse.jetty,jetty-servlet
com.jagrosh,EasySQL
org.springframework.social,spring-social-facebook-web
net.java.dev.jogl,jogl
org.kordamp.ikonli,ikonli-material-pack
net.minidev,json-smart
org.commonmark,commonmark
com.github.insubstantial,trident
software.amazon.awssdk,http-client-spi
io.objectbox,objectbox-linux
org.datavec,datavec-data-codec
com.frostwire,jlibtorrent-linux
org.eclipse.jetty,jetty-http
com.github.jhg023,Pbbl
org.apache.tika,tika-parsers
com.alipay.sdk,alipay-sdk-java
cz.jirutka.unidecode,unidecode
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-mdm
plugily.projects,commons-box-minecraft
org.eclipse.persistence,eclipselink
org.springframework.batch,spring-batch-core
org.deeplearning4j,deeplearning4j-cuda-9.2
org.noear,solon.extend.staticfiles
de.myzelyam,supervanish
net.javacrumbs.json-unit,json-unit
com.install4j,install4j-runtime
org.apache.logging.log4j,log4j-slf4j18-impl
com.vdurmont,semver4j
org.netbeans.api,org-openide-util
org.springframework.security,spring-security-ldap
fi.tkgwf.ruuvi,ruuvitag-common
com.gluonhq.attach,util
com.kirelcodes.miniaturepets,miniaturepets-api
org.apache.xmlgraphics,batik-util
org.jvnet.hudson,crypto-util
org.jenkins-ci.plugins,git
io.confluent,kafka-connect-storage-common-htrace-core4-shaded
com.fifesoft,autocomplete
org.janusgraph,janusgraph-test
net.sourceforge.anaglyphcanvas3,anaglyphcanvas3
org.mineacademy.plugin,DiscordSRV
com.fasterxml.jackson.jaxrs,jackson-jaxrs-yaml-provider
org.apache.calcite,calcite-server
com.google.crypto.tink,tink
org.lz4,lz4-java
com.github.mwiede,jsch
com.twelvemonkeys.imageio,imageio-tiff
com.lexicalscope.jewelcli,jewelcli
mockobjects,mockobjects-jdk1.4-j2ee1.3
org.deephacks.lmdbjni,lmdbjni-linux64
net.sourceforge.mogwai,mogwai-databinding
io.confluent,kafka-json-schema-provider
org.noear,log4j2-solon-plugin
org.jboss.netty,netty
org.joda,joda-money
org.jenkins-ci.plugins,promoted-builds
org.apache.solr,solr-langid
com.saucelabs,saucerest
joda-time,joda-time-jsptags
org.apache.httpcomponents,httpasyncclient
io.opentelemetry,opentelemetry-proto
io.micrometer,micrometer-registry-datadog
org.glassfish.jersey.containers,jersey-container-jetty-http
com.opencsv,opencsv
com.mpatric,mp3agic
ch.cyberduck,manta
com.fasterxml.jackson.dataformat,jackson-dataformat-properties
com.graphql-java,graphql-java-extended-scalars
com.github.fracpete,jclipboardhelper
com.github.spullara.mustache.java,compiler
de.keyle,mypet-compat-v1_16_R3
com.jnape.palatable,traitor
de.keyle,mypet-compat-v1_16_R1
org.weakref,jmxutils
org.jmonkeyengine,jme3-lwjgl3
org.jenkins-ci.plugins.workflow,workflow-durable-task-step
br.net.fabiozumbi12,PvPDiffTimer
velocity,velocity-dep
io.confluent,kafka-connect-storage-wal
io.trino.hadoop,hadoop-apache
com.googlecode.plist,dd-plist
org.springframework,spring-messaging
net.java.jinput,jinput
org.codehaus.mojo,native-maven-plugin
org.codehaus.groovy,groovy-sql
net.sourceforge,jashi
org.mineacademy.plugin,StackMob
io.cucumber,cucumber-java
io.confluent,kafka-connect-storage-hive
io.dropwizard,dropwizard-core
com.fenbi.mp4j,ytk-mp4j
org.codejargon.feather,feather
org.apache.sshd,sshd-core
net.lingala.zip4j,zip4j
org.springframework.mobile,spring-mobile-device
org.aksw,ocelot
io.netty,netty-codec-http
com.github.Marcono1234,gson-record-type-adapter-factory
com.github.junrar,junrar
de.odysseus.juel,juel-impl
urbanophile,java-getopt
org.apache.samza,samza-api
com.baomidou,dynamic-datasource-spring-boot-starter
org.mapstruct,mapstruct-processor
org.primefaces.extensions,primefaces-extensions
org.clojure,tools.logging
org.broadinstitute,barclay
net.avh4.util,imagecomparison
org.vaadin.addons,googleanalyticstracker
org.jenkins-ci.plugins,script-security
org.eclipse.jetty.websocket,websocket-server
net.citizensnpcs,citizensapi
org.jvnet.jax-ws-commons.spring,jaxws-spring
org.openrdf.sesame,sesame-rio-turtle
com.nimbusds,nimbus-jose-jwt
com.yahoo.egads,egads
org.clueminer,core-lib-wrapper
au.com.mineauz,Minigames
com.github.davidmoten,grumpy-core
com.nisovin.magicspells,MagicSpells
com.github.davidmoten,flatbuffers-java
com.icegreen,greenmail-junit5
net.jcip,jcip-annotations
io.github.interacto,interacto-javafx-test
com.github.tomakehurst,wiremock-jre8-standalone
org.hyperledger.fabric-sdk-java,fabric-sdk-java
br.com.caelum.vraptor,vraptor-test
com.github.rholder,guava-retrying
org.apache.parquet,parquet-jackson
com.sun.xml.bind,jaxb-core
org.opensmpp,opensmpp-core
eu.hansolo,Medusa
com.marswork,marswork-websupport
me.clip,placeholderapi
org.ebaysf.web,cors-filter
io.confluent,kafka-avro-serializer
org.netbeans.api,org-netbeans-modules-nbjunit
org.apache.httpcomponents,httpcore
de.swiesend,secret-service
io.prometheus,simpleclient_common
com.sk89q,WorldEdit
org.netbeans.modules,org-netbeans-modules-projectapi-nb
de.dfki.mary,voice-upmc-jessica-hsmm
org.apache.tomcat.embed,tomcat-embed-websocket
io.vertx,vertx-core
org.commonmark,commonmark-ext-gfm-strikethrough
com.github.jnr,jffi
org.jenkins-ci.plugins,subversion
net.citizensnpcs,citizens-main
org.apache.ibatis,ibatis
org.eclipse.jetty.websocket,websocket-client
org.javadelight,delight-nashorn-sandbox
ch.cyberduck,binding
org.openjfx,javafx-controls
me.minebuilders,clearlag
gr.spinellis,UmlGraph
org.bstats,bstats-bukkit-lite
commons.codec,codec
me.tigerhix.lib,scoreboard
org.hibernate.validator,hibernate-validator
org.springframework,spring-beans
org.jfxtras,jfxtras-labs
com.github.stefanbirkner,system-rules
io.vertx,vertx-junit5
org.netbeans.external,AbsoluteLayout
org.apache.directory.server,apacheds-xdbm-base
com.carrotsearch.randomizedtesting,randomizedtesting-runner
org.bytedeco,javacv-platform
org.wiztools,app-update
com.vmware.vmc,vmc-bindings
se.jiderhamn,classloader-leak-test-framework
org.apache.tika,tika-langdetect
org.codehaus.groovy,groovy-all
org.apache.axis2,axis2-kernel
org.springframework.session,spring-session
org.mybatis.generator,mybatis-generator-core
org.seleniumhq.selenium,selenium-java
arduino,arduino-core
com.guigarage,flatter
org.yamj,api-common
com.github.jbellis,jamm
com.illposed.osc,javaosc-core
de.dfki.mary,voice-dfki-obadiah-hsmm
org.noear,sureness-solon-plugin
org.netbeans.api,org-netbeans-api-templates
com.typesafe.scala-logging,scala-logging-api_2.11.0-RC3
org.apache.calcite,calcite-core
