groupId,artifactId
org.apache.parquet,parquet-format-structures
com.github.jgonian,commons-ip-math
org.apache.velocity,velocity
org.apache.cassandra.deps,avro
software.amazon.awssdk,s3
com.palmergames.bukkit,Towny
com.squareup.okhttp3,mockwebserver
org.openrdf.sesame,sesame-rio-trix
org.codehaus.groovy,groovy
es.blackleg,jlibnotify
org.mybatis.scripting,mybatis-velocity
org.apache.poi,poi-scratchpad
com.couchbase.mock,CouchbaseMock
org.apache.lucene,lucene-analyzers-smartcn
org.threeten,threetenbp
org.telegram,telegrambots
org.openrdf.sesame,sesame-rio-trig
org.jboss,jboss-transaction-spi
org.codehaus.groovy,groovy-templates
com.tobiasdiez,easybind
org.jenkins-ci.plugins,credentials-binding
com.influxdb,influxdb-client-java
com.microsoft.azure,azure-keyvault-secrets-spring-boot-starter
ch.iterate.onedrive,onedrive-java-client
org.glassfish.jersey.media,jersey-media-moxy
org.noear,solon.serialization.protostuff
com.cybozu,langdetect
tne.tne,TheNewEconomy
io.cucumber,cucumber-junit
ch.qos.reload4j,reload4j
me.xanium,GemsEconomy
org.apache.abdera,abdera-core
org.mybatis,mybatis-spring
com.oracle.database.jdbc,ojdbc11
io.lettuce,lettuce-core
org.apache.tomcat,tomcat-coyote
org.noear,solon.extend.health
org.jscience,jscience
org.clojure,data.xml
es.us.isa,idlreasoner-choco
org.noear,feign-solon-plugin
org.imintel,mbtiles4j
net.sourceforge.plantuml,plantuml
com.itextpdf,itext-hyph-xml
org.kordamp.ikonli,ikonli-fontawesome5-pack
com.github.bingoohuang,westcache
com.google.gdata,gdata-sites-meta
org.webjars,js-cookie
io.github.interacto,interacto-java-api
com.google.code.tempus-fugit,tempus-fugit
org.springframework.data,spring-data-commons
org.apache.jena,jena-cmds
org.noear,aliyun-oss-solon-plugin
org.apache.mesos,mesos
org.sejda,sejda-icepdf
org.jenkins-ci.plugins,docker-commons
algorithmfoundry,algorithmfoundry-shade-culled
org.moduliths,moduliths-docs
com.google.http-client,google-http-client
org.pac4j,pac4j-core
com.sun.jersey.contribs,jersey-apache-client4
org.testcontainers,elasticsearch
net.coobird,thumbnailator
io.leangen.geantyref,geantyref
org.netbeans.api,org-netbeans-modules-csl-api
uk.co.jemos.podam,podam
com.lyncode,xoai-service-provider
org.springframework.boot,spring-boot-starter-log4j
de.jangassen,nsmenufx
metosin,jsonista
com.fasterxml.jackson.datatype,jackson-datatype-jsr353
org.jboss.xnio,xnio-api
net.sourceforge.yarfraw,yarfraw
org.easytesting,fest-assert-core
org.eclipse.jdt,org.eclipse.jdt.core
com.jakewharton.byteunits,byteunits
com.jfoenix,jfoenix
org.ops4j.pax.exam,pax-exam-junit4
org.jboss.arquillian.junit5,arquillian-junit5-container
ch.qos.logback,logback-access
org.apache.commons,commons-exec
com.github.jnr,jnr-posix
org.spekframework.spek2,spek-runner-junit5
net.openhft,chronicle-map
org.nlpcn,nlp-lang
io.github.microutils,kotlin-logging
ar.com.fdvs,DynamicJasper-test-fonts
org.jboss.sasl,jboss-sasl
com.vmware.vapi,vapi-vmc-sdk
org.deeplearning4j,deeplearning4j-nlp
org.noear,solon.boot.socketd.websocket
org.apache.maven.scm,maven-scm-manager-plexus
com.squareup.retrofit2,converter-gson
io.netty,netty-tcnative
org.attoparser,attoparser
org.flywaydb,flyway-core
cn.hutool,hutool-crypto
de.undercouch,bson4jackson
org.apache.tinkerpop,tinkergraph-gremlin
com.sun.xml.bind,jaxb-xjc
com.hazelcast,hazelcast
mawazo,hoidla
org.tmatesoft.svnkit,svnkit-cli
org.apache.omid,omid-transaction-client
org.apache.maven,maven-aether-provider
org.apache.deltaspike.modules,deltaspike-jpa-module-api
org.jenkins-ci.plugins,envinject
org.apache.poi,poi-ooxml-schemas
org.apache.hadoop,hadoop-streaming
org.microbean,microbean-development-annotations
org.apache.directory.server,apacheds-protocol-shared
javax.faces,javax.faces-api
org.deephacks.lmdbjni,lmdbjni
org.noear,redisx
org.kabeja,kabeja
com.github.mifmif,generex
org.seleniumhq.selenium,selenium-ie-driver
eu.openanalytics,containerproxy
pl.pragmatists,JUnitParams
org.jbpm.jbpm3,jbpm-identity
io.azam.ulidj,ulidj
org.jboss.resteasy,resteasy-jackson-provider
edu.stanford.nlp,stanford-parser
com.sun.mail,jakarta.mail
org.codehaus.jackson,jackson-jaxrs
com.github.goxr3plus,FX-BorderlessScene
org.apache.hive,hive-contrib
org.openjdk.jol,jol-core
org.relaxng,jing
org.codehaus.groovy,groovy-json
com.vaadin.addon,vaadin-charts
com.google.jsilver,jsilver
org.noear,sqltoy-solon-plugin
org.swinglabs.swingx,swingx-all
org.igniterealtime.smack,smack-extensions
org.lwjgl.lwjgl,lwjgl
com.cronutils,cron-utils
javax.jms,javax.jms-api
com.codeborne,phantomjsdriver
org.glassfish.tyrus.bundles,tyrus-standalone-client-jdk
org.slf4j,slf4j-android
jakarta.json,jakarta.json-tck-ug
org.springframework,spring-test-mvc
mx4j,mx4j-tools
com.fasterxml.jackson.datatype,jackson-datatype-jsr310
org.apache.axis2,axis2-transport-local
org.spockframework,spock-spring
com.digitalpebble.stormcrawler,storm-crawler-elasticsearch
com.github.jnr,jnr-constants
org.noggit,noggit
org.apache.maven.plugins,maven-failsafe-plugin
org.apache.spark,spark-sql_2.12
io.atlassian.fugue,fugue
org.springframework.vault,spring-vault-core
org.noear,solon.i18n
org.glassfish.jersey.core,jersey-server
org.codelibs.elasticsearch.module,analysis-common
com.atlassian.jira,jira-rest-java-client-core
org.codehaus.groovy,groovy-jmx
com.baomidou,mybatis-plus-generator
org.jenkins-ci.plugins,kubernetes-client-api
org.noear,luffy.base
com.grack,nanojson
org.hamcrest,hamcrest
com.sun.jersey.contribs,jersey-multipart
org.hsqldb,hsqldb
org.apiguardian,apiguardian-api
io.confluent,kafka-protobuf-provider
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-cql
org.apache.spark,spark-sql_2.10
com.drewnoakes,metadata-extractor
me.glaremasters,Guilds
io.confluent,kafka-connect-maven-plugin
org.apache.rocketmq,rocketmq-client
org.apache.hadoop,hadoop-client
org.jenkins-ci.plugins.workflow,workflow-basic-steps
org.docx4j,docx4j
org.jfxtras,jfxtras-controls
com.github.bingoohuang,diamond-client
io.s4,s4_core
program-ab,program-ab-kw
org.aoju,bus-all
com.nativelibs4java,javacl
com.amazonaws,aws-java-sdk-cloudwatch
org.netbeans.api,org-netbeans-libs-javacapi
org.noear,cron4j-solon-plugin
com.tdunning,t-digest
com.google.dagger,dagger
javax.servlet.jsp,javax.servlet.jsp-api
org.kohsuke,libzfs
cz.jirutka.rsql,rsql-parser
pt.ist,fenix-sibs-payments
org.apache.tomcat.embed,tomcat-embed-core
org.jenkins-ci.plugins,github-api
net.kyori,adventure-key
org.noear,mybatis-solon-plugin
org.maxgamer.storage,simplixstorage
org.ehcache,ehcache
com.github.shalousun,common-util
org.seleniumhq.selenium,selenium-chrome-driver
org.jboss.resteasy,resteasy-undertow
net.sourceforge.tess4j,tess4j
org.noear,pulsar-solon-plugin
org.springframework.boot,spring-boot-starter-data-redis
br.com.caelum.vraptor,vraptor-streamable-pages
org.apache.jena,jena-arq
info.cukes,gherkin-jvm-deps
com.jidesoft,jide-oss
org.apache.xmlgraphics,batik-svggen
org.schwering,irclib
org.jruby,jruby-stdlib
org.netbeans.api,org-netbeans-modules-xml-xam
com.google.apis,google-api-services-storage
org.codehaus.groovy,groovy-servlet
org.netbeans.api,org-netbeans-modules-java-sourceui
org.apache.chemistry.opencmis,chemistry-opencmis-server-support
org.glassfish,javax.json
com.jtattoo,JTattoo
org.webjars.npm,webstomp-client
com.surenpi.autotest,autotest.webdriver.downloader
com.formdev,svgSalamander
net.sf.ehcache,ehcache
org.apache.logging.log4j,log4j-web
org.kordamp.ikonli,ikonli-typicons-pack
org.usb4java,libusb4java
org.noear,solon.extend.sessionstate.jwt
org.parboiled,parboiled-java
org.netbeans.api,org-netbeans-modules-parsing-api
pl.allegro.tech,embedded-elasticsearch
com.github.crawler-commons,crawler-commons
com.thinkaurelius.titan,titan-berkeleyje
org.apache.httpcomponents.client5,httpclient5-cache
org.jboss.resteasy,resteasy-servlet-initializer
com.googlecode.lambdaj,lambdaj
org.controlsfx,controlsfx
com.graphaware.integration.neo4j,neo4j-tests-integration
com.google.code.simple-spring-memcached,simple-spring-memcached
com.cedarsoftware,json-io
net.kyori,adventure-api
com.google.flogger,flogger-system-backend
org.dbunit,dbunit
org.reflections,reflections
com.erudika,para-client
org.crazycake,shiro-redis
org.glassfish.jersey.ext,jersey-mvc-mustache
org.ocpsoft.rewrite,rewrite-servlet
de.thomas-oster,liblasercut
io.github.qveshn,LightAPI-fork
org.fenixedu,bennu-search
com.bgsoftware,SuperiorSkyblockAPI
de.tototec,de.tototec.cmdoption
io.vertx,vertx-rx-java
jakarta.ws.rs,jakarta.ws.rs-api
com.aliyun,aliyun-java-sdk-yundun
org.twitter4j,twitter4j-core
io.methvin,directory-watcher
org.ops4j.pax.exam,pax-exam-cm
org.springframework.data,spring-data-mongodb
com.damnhandy,handy-uri-templates
com.mockrunner,mockrunner-jdbc
io.socket,engine.io-client
org.apache.yetus,audience-annotations
com.amazonaws,dynamodb-titan054-storage-backend
com.mojang,authlib
com.cloudbees,groovy-cps
ch.rabanti,nanoxlsx4j
javax.json,javax.json-api
com.vmware.nsx,nsx-vmc-aws-integration-sdk
com.sun.xml.bind,jaxb-impl
br.com.caelum.vraptor,vraptor-quartzjob
com.artofsolving,jodconverter
com.google.api,gax-grpc
com.baidubce,bce-java-sdk
org.neo4j,neo4j-cypher
br.com.caelum.stella,caelum-stella-core
tl.lin,lintools-datatypes-fastutil
com.couchbase.client,java-client
org.hibernate,hibernate-c3p0
org.apache.arrow,arrow-vector
io.jsonwebtoken,jjwt-orgjson
eu.neilalexander,jnacl
com.zendesk,mysql-binlog-connector-java
com.google.apis,google-api-services-calendar
org.netbeans.api,org-netbeans-libs-json_simple
io.prometheus,simpleclient_httpserver
de.dfki.mary,voice-enst-dennys-hsmm
com.cuisongliu,orderbyhelper-spring-boot-starter
ru.r2cloud,journald-formatter
org.webjars,popper.js
br.com.caelum.vraptor,vraptor-simplemail
nl.basjes.parse.useragent,yauaa
edu.harvard.iq.dvn,unf5
com.tinkerpop.gremlin,gremlin-java
org.scalatestplus,junit-4-12_2.13
org.apache.maven.wagon,wagon-http
org.apache.hadoop,hadoop-mapreduce-client-core
com.google.android,android
org.apache.mahout,mahout-integration
org.jenkins-ci.plugins.workflow,workflow-step-api
org.apache.chemistry.opencmis,chemistry-opencmis-server-bindings
org.carrot2,morfologik-speller
org.ocpsoft.rewrite,rewrite-config-prettyfaces
org.junit.platform,junit-platform-runner
org.wiztools.restclient,restclient-lib
org.springframework.boot,spring-boot-starter-jetty
io.javalin,javalin
io.micrometer,micrometer-core
com.fasterxml.jackson.dataformat,jackson-dataformat-xml
com.codahale,shore
org.latencyutils,LatencyUtils
org.wltea,analyzer
org.apache.xmlbeans,xmlbeans
org.jetbrains.kotlinx,kotlinx-coroutines-core
com.google.gwt,gwt-user
org.simplejavamail,simple-java-mail
com.fasterxml.uuid,java-uuid-generator
javax.enterprise,cdi-api
com.google.apis,google-api-services-drive
com.squareup.retrofit2,retrofit
org.owasp.encoder,encoder
org.ops4j.pax.url,pax-url-aether
net.openhft,chronicle-wire
org.eclipse.jetty,jetty-jaas
org.skyscreamer,jsonassert
org.jboss.logmanager,jboss-logmanager
com.allen-sauer.gwt.log,gwt-log
com.google.code,beanshell2
com.github.binarywang,weixin-java-miniapp
com.bekvon.bukkit.residence,Residence
org.powermock.api,powermock-api-mockito
com.codepoetics,protonpack
edu.illinois.cs.cogcomp,illinois-common-resources
com.intellij,annotations
org.iq80.leveldb,leveldb-api
io.grpc,grpc-api
org.webjars,swagger-ui
org.jfxtras,jfxtras-icalendaragenda
com.sangupta,jopensurf
org.noear,solon.auth
org.apache.xmlgraphics,batik-dom
org.jenkins-ci.plugins,support-core
org.jacoco,org.jacoco.agent
org.yi.acru.bukkit.lockette,lockette
com.github.hoverruan,weiboclient4j
org.eclipse.persistence,org.eclipse.persistence.jpa
net.sf.cssbox,jstyleparser
org.mockito,mockito-junit-jupiter
org.netbeans.api,org-netbeans-modules-java-platform
javax.el,el-api
org.jodd,jodd-http
org.liquibase,liquibase-test-harness
org.jdbi,jdbi3-jodatime2
org.apache.curator,curator-recipes
com.github.fracpete,jshell-scripting
org.boofcv,boofcv-openkinect
io.netty,netty-handler-proxy
com.mycompagny,bdm-model
com.codahale.metrics,metrics-graphite
org.apache.ws.commons.axiom,axiom-api
org.jmockit,jmockit
org.slf4j,jcl-over-slf4j
org.plugface,plugface-core
com.netflix.exhibitor,exhibitor-core
org.noear,solon.boot.socketd.netty
com.vdurmont,emoji-java
net.glowstone,linkstone-runtime
com.google.guava,guava-io
com.github.hydevelop,HyLogger
ch.cyberduck,bonjour
com.google.maps,google-maps-services
org.jbehave,jbehave-spring
com.xeiam.xchange,xchange-core
cn.ucloud.ufile,ufile-client-java
com.elmakers.mine.bukkit,MagicAPI
org.noear,solon.boot.jetty.add.websocket
io.grpc,grpc-all
org.jenkinsci.plugins,pipeline-model-definition
com.itextpdf,svg
org.harctoolbox,Jirc
org.openjfx,javafx-graphics
org.netbeans.api,org-openide-windows
com.github.gabrie-allaigre,java-gitlab-api
org.inventivetalent,reflectionhelper
ar.com.hjg,pngj
com.ning,async-http-client
org.jogamp.jogl,jogl-all-main
org.springframework.boot,spring-boot-devtools
org.xmlbeam,xmlprojector
org.clueminer,partitioning-impl
jwbroek.cuelib,cuelib
de.dfki.mary,voice-bits1-hsmm
com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider
com.github.nicholasastuart,myo-java
com.bgsoftware,WildStackerAPI
org.eclipse.jetty,jetty-xml
com.fasterxml.jackson.datatype,jackson-datatype-joda
javax.transaction,transaction-api
de.keyle,knbt
com.vaadin,vaadin-client-compiler
org.commonmark,commonmark-ext-gfm-tables
net.sourceforge.cssparser,cssparser
com.github.CodeStory,fluent-rest-test
org.encog,encog-core
io.confluent,common-config
com.spatial4j,spatial4j
io.projectreactor.tools,blockhound-junit-platform
org.netbeans.modules,org-netbeans-modules-maven
org.netbeans.modules,org-netbeans-modules-maven-embedder
org.apache.lucene,lucene-queries
org.codehaus.groovy,groovy-bsf
org.apache.cxf,cxf-rt-ws-security
org.codehaus.groovy,groovy-testng
br.com.caelum.vraptor,vraptor-hibernate
io.r2dbc,r2dbc-spi
nz.ac.waikato.cms.weka,weka-stable
nz.ac.waikato.cms.weka,LibSVM
com.github.axet,kaptcha
org.bytedeco,tesseract-platform
com.apicatalog,titanium-json-ld
com.mojang,javabridge
me.maker56.survivalgames,SurvivalGames
org.jetbrains.kotlin,kotlin-stdlib-common
org.jetlang,jetlang
org.owasp.antisamy,antisamy
org.springframework.restdocs,spring-restdocs-mockmvc
pt.ist,tidy
org.kabeja,kabeja-svg
org.webjars,angularjs
net.java.dev.msv,msv-core
io.jaegertracing,jaeger-client
org.clueminer,dataset-api
com.twelvemonkeys.imageio,imageio-psd
org.springframework.boot,spring-boot-configuration-metadata
com.insightfullogic,lambda-behave
org.apache.maven,maven-settings-builder
io.confluent,monitoring-interceptors
org.netbeans.api,org-netbeans-api-annotations-common
com.sk89q.worldguard,worldguard-legacy
org.springdoc,springdoc-openapi-ui
com.djdch.log4j,log4j-staticshutdown
org.springframework.boot,spring-boot-starter-tomcat
org.springframework,spring-tx
com.mockrunner,mockrunner-core
org.junit.platform,junit-platform-suite-engine
org.fxmisc.wellbehaved,wellbehavedfx
org.neo4j.driver,neo4j-java-driver
org.graalvm.sdk,graal-sdk
org.netbeans.api,org-openide-util-ui
com.github.jnr,jnr-enxio
org.apache.lucene,lucene-sandbox
edu.illinois.cs.cogcomp,illinois-corpusreaders
javax.annotation,javax.annotation-api
org.moduliths,moduliths-api
org.ansj,ansj_lucene7_plug
org.jfree,jcommon
org.apache.avro,avro-maven-plugin
co.aikar,acf-bukkit
tk.mybatis,mapper-spring-boot-starter
org.usb4java,usb4java
io.minio,minio
com.flowpowered,flow-nbt
com.google.code.findbugs,annotations
io.kcache,kcache-bdbje
com.squareup.retrofit2,converter-scalars
me.minebuilders,clearlag-core
com.google.auth,google-auth-library-oauth2-http
com.samskivert,jmustache
jakarta.json,jakarta.json-tck-tests-pluggability
de.is24.common,appmon4j-spring
com.github.AppiumTestDistribution,DeviceManager
org.eclipse.jetty,jetty-webapp
org.apache.solr,solr-solrj
org.webjars.bower,angular-ui-bootstrap-bower
org.apache.logging.log4j,log4j-to-slf4j
org.apache.poi,poi
com.atlassian.sal,sal-api
com.thoughtworks.xstream,xstream
edu.illinois.library,imageio-xpm
com.vaadin,vaadin-compatibility-server
org.codehaus.izpack,izpack-compiler
org.sonarsource.sslr,sslr-toolkit
org.apache.tomcat.embed,tomcat-embed-jasper
com.twitter,parquet-pig
org.testcontainers,mysql
oauth.signpost,signpost-core
org.springframework,spring-mock
org.apache.directory.api,api-all
cglib,cglib-nodep
org.inventivetalent,vectors
com.wuwenze,ExcelKit
edu.mit,openblocks
net.sourceforge.jregex,jregex
org.clojure,spec.alpha
com.ibm.icu,icu4j-charset
com.gluonhq.attach,browser
com.bergerkiller.bukkit,MyWorlds
com.github.stefanbirkner,fishbowl
ch.cyberduck,ftp
org.scpsolver,SCPSolver
org.codehaus.woodstox,woodstox-core-asl
org.antlr,stringtemplate
org.docx4j,docx4j-JAXB-ReferenceImpl
com.sleepycat,je
org.testcontainers,mssqlserver
org.openrdf.sesame,sesame-runtime
io.qameta.allure,allure-rest-assured
ring,ring-core
de.jollyday,jollyday
org.codelibs,xpp3
io.github.openfeign,feign-slf4j
org.jspecify,jspecify
org.eclipse.jetty,jetty-alpn-server
org.springframework,spring-web
com.itextpdf,itext-asian
info.cukes,cucumber-testng
org.apache.camel,camel-core
org.noear,solon.serialization.jackson
com.github.pires,obd-java-api
org.eclipse.jetty,jetty-plus
ch.cyberduck,owncloud
org.glassfish.web,jstl-impl
org.nuiton.thirdparty,Rserve
org.noear,luffy.executor.s.javascript
org.noear,snowflake-id-solon-plugin
com.ongres.scram,client
org.netbeans.api,org-netbeans-modules-lexer
ch.qos.logback,logback-classic
net.sacredlabyrinth.phaed.simpleclans,SimpleClans
com.qiniu,qiniu-java-sdk
com.atlassian.oai,swagger-request-validator-restassured
com.bergerkiller.bukkit.preloader,PluginPreloader
com.jayway.jsonpath,json-path
com.stripe,stripe-java
org.derive4j,derive4j
org.noear,xxl-job-solon-plugin
org.cryptomator,fuse-nio-adapter
ch.cyberduck,brick
org.apache.cxf,cxf-rt-transports-http-hc
org.apache.cxf,cxf-spring-boot-starter-jaxws
com.github.wasiqb.coteafs,error
org.apache.struts,struts2-convention-plugin
org.bouncycastle,bcprov-jdk15to18
com.jolbox,bonecp
org.jenkins-ci.plugins,junit
com.garbagemule,MobArena
org.sikuli,sikuli-core
org.clueminer,dataset-io
net.handle,handle
org.apache.avro,avro-mapred
org.kohsuke,access-modifier-annotation
ch.cyberduck,googledrive
org.apache.shiro,shiro-lang
info.cukes,cucumber-java
uk.org.webcompere,system-stubs-jupiter
at.favre.lib,bytes
plugily.projects,commons-box-classic
org.ops4j.pax.url,pax-url-reference
io.cucumber,cucumber-picocontainer
io.qameta.allure,allure-junit4
org.bytedeco,tesseract
com.orientechnologies,orientdb-graphdb
org.noear,quartz-solon-plugin
com.github.jnr,jnr-unixsocket
org.hibernate,hibernate-search
org.netbeans.api,org-netbeans-spi-editor-hints
org.mineacademy.plugin,WorldEdit
org.springframework,spring-orm
org.kohsuke,github-api
org.apache.lucene,lucene-core
com.udojava,EvalEx
org.codehaus.groovy,groovy-swing
cn.dev33,sa-token-core
org.glassfish,javax.faces
org.apache.maven,maven-model-builder
org.natrolite,vault-api
org.noear,water.client
org.clueminer,chameleon
io.confluent,confluent-log4j
org.checkerframework,checker-compat-qual
com.neovisionaries,nv-i18n
org.apache.jena,jena-core
org.noear,solon.extend.stop
com.github.pagehelper,pagehelper
com.github.jiconfont,jiconfont-javafx
net.hasor,hasor-core
net.java.dev.stax-utils,stax-utils
org.asciidoctor,asciidoctorj
com.xeiam.xchange,xchange-campbx
javax.transaction,jta
org,eugene
org.wiztools,filechooser-abstraction
com.gluonhq,substrate
com.pi4j,pi4j-core
ch.cyberduck,s3
org.tinyjee.jgraphx,jgraphx
org.jenkins-ci.plugins.workflow,workflow-support
org.openjdk.jmh,jmh-core
org.kordamp.ikonli,ikonli-fontawesome-pack
org.iq80.leveldb,leveldb
com.digitalpebble.stormcrawler,storm-crawler-core
com.github.goxr3plus,jaudiotagger
io.sentry,sentry
com.github.kevinsawicki,http-request
org.kordamp.ikonli,ikonli-runestroicons-pack
org.broadinstitute,gatk-bwamem-jni
org.webjars,momentjs
org.apache.struts,struts2-json-plugin
org.noear,nami.channel.socketd
ch.vorburger.mariaDB4j,mariaDB4j
io.javalin,javalin-openapi
org.jmock,jmock-junit4
net.java.dev,swing-worker
org.codelibs.fess,fess-crawler-es
com.ettrema,milton-api
com.ettrema,milton-servlet
org.apache.directory.shared,shared-ldap
io.dropwizard.metrics,metrics-annotation
org.springframework.social,spring-social-twitter
org.apache.activemq,activemq-client
ch.cyberduck,core
com.github.NekoSunflower,OneDriveJavaSDK
com.vmware.vim25,vim25
com.github.spotbugs,spotbugs
org.jenkins-ci.plugins,parameterized-trigger
de.dfki.mary,voice-istc-lucia-hsmm
com.googlecode.libphonenumber,libphonenumber
com.zandero,utils.junit
com.google.caliper,caliper
com.destroystokyo.paper,paper-api
org.webjars.npm,graphiql
net.glowstone,glowkit
com.github.fangjinuo.sqlhelper,sqlhelper-mybatis
com.elmakers.mine.bukkit,EffectLib
com.dosse,upnp
beehive-lab,spirv-beehive-lib
com.lambdaworks,scrypt
org.apache.directory.server,apacheds-jdbm-partition
io.swagger.parser.v3,swagger-parser
com.sk89q,WorldGuard
ch.cyberduck,freenet
javax.ws.rs,javax.ws.rs-api
org.hyperic,sigar
org.patchca,patchca
org.apache.servicemix.bundles,org.apache.servicemix.bundles.collections-generic
org.simpleframework,simple-http
com.google.auto,auto-common
org.apache.commons,commons-digester3
com.dtflys.forest,forest-core
io.antmedia.ipcamera.onvif,ONVIF
org.apache.shiro,shiro-spring
com.flowpowered,flow-network
org.commonmark,commonmark-ext-task-list-items
com.google.flogger,google-extensions
org.mindrot,jbcrypt
org.noear,snack3
com.timgroup,java-statsd-client
org.glassfish.jersey.inject,jersey-hk2
com.gitee.sunchenbin.mybatis.actable,mybatis-enhance-actable
org.sweble.wom3,sweble-wom3-core
org.hamcrest,hamcrest-core
org.mitre.dsmiley.httpproxy,smiley-http-proxy-servlet
com.miglayout,miglayout-javafx
com.github.WilliamAHartman,Jamepad
org.noear,solon.extend.properties.yaml
org.bergerhealer.cloud.commandframework,cloud-annotations
org.springframework.batch,spring-batch-infrastructure
org.clojure,test.check
org.apache.httpcomponents,httpclient-win
javax.el,javax.el-api
org.igniterealtime.smack,smack-im
org.apache.xmlgraphics,batik-awt-util
io.undertow,undertow-servlet
org.apache.storm,flux-core
org.eclipse.parsson,parsson
net.md-5,bungeecord-api
com.konghq,unirest-java
com.squareup.okhttp,mockwebserver
org.ocpsoft.prettytime,prettytime
cn.jpush.api,jpush-client
org.commonmark,commonmark-ext-heading-anchor
net.javacrumbs.json-unit,json-unit-core
io.projectreactor,reactor-core
net.sf.uadetector,uadetector-resources
com.aliyun,aliyun-java-sdk-kms
cn.hutool,hutool-cache
org.microbean,microbean-kubernetes
de.topobyte,osm4j-core
org.jmonkeyengine,jme3-jogg
com.googlecode.gwt-test-utils,gwt-test-utils
com.iridium,IridiumSkyblock
com.dumptruckman.minecraft,JsonConfiguration
org.hibernate,hibernate-spatial
org.apache.directory.server,apacheds-core-api
tornado,tornado-annotation
us.myles,viaversion
org.slf4j,slf4j-api
com.github.pengrad,java-telegram-bot-api
io.github.java-native,jssc
tornado,tornado-matrices
com.github.broadinstitute,picard
com.gluonhq.attach,lifecycle
com.reardencommerce,clhm-production
com.github.chris2018998,beecp
org.duracloud,common
org.springframework.cloud,spring-cloud-starter-netflix-eureka-server
org.jline,jline-builtins
org.jacoco,org.jacoco.report
com.googlecode.owasp-java-html-sanitizer,owasp-java-html-sanitizer
org.apache.sanselan,sanselan
com.aliyun,aliyun-java-sdk-dysmsapi
org.deeplearning4j,deeplearning4j-modelimport
com.google.appengine,appengine-api-1.0-sdk
com.aquafx-project,aquafx
org.apache.commons,commons-jexl
org.codehaus.plexus,plexus-utils
org.springframework.security,spring-security-web
io.r2dbc,r2dbc-spi-test
com.github.RWTH-i5-IDSG,ocpp-jaxb
tornado,tornado-unittests
com.twilio.sdk,twilio
com.apporiented,hierarchical-clustering
org.nd4j,nd4j-cuda-9.2
org.jboss.spec.javax.ws.rs,jboss-jaxrs-api_2.0_spec
org.jboss.metadata,jboss-metadata-web
org.apache.omid,omid-commit-table
com.esotericsoftware.kryo,kryo
com.google.cloud,google-cloud-vision
org.netbeans.api,org-netbeans-swing-plaf
org.mongodb,mongodb-driver
org.springframework.data,spring-data-redis
org.kordamp.ikonli,ikonli-javafx
org.codehaus.jackson,jackson-xc
org.apache.click,click-nodeps
org.clojure,tools.nrepl
net.sf.uadetector,uadetector-core
net.sf.jasperreports,jasperreports
javax.servlet.jsp,jsp-api
org.easytesting,fest-assert
org.apache.calcite.avatica,avatica-core
com.zaxxer,HikariCP
org.jboss.aerogear,aerogear-otp-java
org.eclipse.persistence,javax.persistence
org.fenixedu,bennu-modular-rendering
org.noear,solon.boot.socketd.rsocket
org.noear,solon.view.beetl
com.google.api,gax
org.jenkins-ci,symbol-annotation
org.robolectric,robolectric
com.h2database,h2
org.apache.derby,derby
io.kubernetes,client-java
com.squareup.dagger,dagger
io.micrometer,micrometer-registry-jmx
com.kiwifisher,mobstacker
net.sourceforge.htmlunit,neko-htmlunit
ws.schild,jave-all-deps
org.springframework.cloud,spring-cloud-starter-netflix-eureka-client
net.mabboud.fontverter,FontVerter
net.glowstone,data-pack-generated
org.noear,weed3
org.fenixedu,bennu-struts
tl.lin,lintools-datatypes
org.apache.parquet,parquet-hadoop
tornado,tornado-api
net.dongliu,requests
org.sonarsource.sonarqube,sonar-core
org.glassfish.jersey.containers,jersey-container-servlet
org.jline,jline-reader
net.seninp,jmotif-sax
org.springframework.ws,spring-ws-security
com.github.goxr3plus,javasysmon2
com.squareup.okhttp,okhttp
org.clueminer,clustering-evolution
com.spotify,hamcrest-jackson
org.apache.pdfbox,jbig2-imageio
com.thinkaurelius.titan,titan-cassandra
com.google.auto.value,auto-value-annotations
com.google.guava,failureaccess
com.jcabi,jcabi-github
net.vidageek,mirror
org.noear,solon.serialization.hessian
com.github.wasiqb.coteafs,datasource
org.clueminer,gnuplot
io.milton,milton-server-ce
org.apache.pig,pig
com.azure,azure-identity
org.codehaus.plexus,plexus-interpolation
org.apache.ivy,ivy
com.esri.geometry,esri-geometry-api
com.github.shalousun,smart-doc
org.biojava,biojava
com.auth0,java-jwt
com.maxmind.db,maxmind-db
org.apache.ant,ant
net.jodah,concurrentunit
org.apache.calcite.avatica,avatica
ca.uhn.hapi.fhir,hapi-fhir-test-utilities
javax.interceptor,javax.interceptor-api
de.flapdoodle,de.flapdoodle.os
org.apache.maven.plugin-testing,maven-plugin-testing-harness
com.monitorjbl,xlsx-streamer
org.glassfish.jersey.core,jersey-client
com.aliyun.openservices,aliyun-log
io.swagger,swagger-inflector
com.vmware.nsx,nsx-vmc-policy-java-sdk
org.glassfish.jersey.containers,jersey-container-grizzly2-http
org.llorllale,cactoos-matchers
io.undertow,undertow-core
com.github.waffle,waffle-jna
org.mockito,mockito-inline
ch.cyberduck,jersey
com.zandero,utils.extra
org.clueminer,clustering-eval
