dependencies,count
"[ch.qos.logback:logback-classic,ch.qos.logback:logback-core,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,com.github.jnr:jffi,com.github.jnr:jnr-unixsocket,com.googlecode.lambdaj:lambdaj,com.sun.jersey.contribs:jersey-apache-client4,com.sun.jersey.contribs:jersey-multipart,com.sun.jersey:jersey-client,com.sun.jersey:jersey-core,commons-io:commons-io,commons-lang:commons-lang,org.apache.commons:commons-compress,org.apache.httpcomponents:httpclient,org.hamcrest:hamcrest-library,org.slf4j:jul-to-slf4j,org.slf4j:slf4j-api,org.testinfected.hamcrest-matchers:jpa-matchers,org.testng:testng]",1
"[com.google.guava:guava,io.jsonwebtoken:jjwt-api,io.jsonwebtoken:jjwt-impl,io.jsonwebtoken:jjwt-jackson,io.reactivex:rxjava,net.javacrumbs.shedlock:shedlock-provider-jdbc-template,net.javacrumbs.shedlock:shedlock-spring,org.apache.commons:commons-math3,org.hibernate.validator:hibernate-validator,org.liquibase:liquibase-core,org.projectlombok:lombok,org.springdoc:springdoc-openapi-ui,org.springframework.security:spring-security-core]",1
"[com.github.jgonian:commons-ip-math,com.google.code.gson:gson,com.jayway.jsonpath:json-path,io.cucumber:cucumber-java,io.cucumber:cucumber-junit,org.assertj:assertj-core,org.jenkins-ci.plugins:credentials,org.jenkins-ci.plugins:plain-credentials,org.jenkins-ci.plugins:structs,org.slf4j:slf4j-api]",1
"[com.h2database:h2,com.mchange:c3p0,com.microsoft.sqlserver:mssql-jdbc,com.oracle.database.jdbc:ojdbc8,com.zaxxer:HikariCP,io.agroal:agroal-api,io.agroal:agroal-pool,junit:junit,mysql:mysql-connector-java,org.apache.derby:derby,org.hsqldb:hsqldb,org.slf4j:slf4j-api,org.testcontainers:clickhouse,org.testcontainers:mssqlserver,org.testcontainers:oracle-xe,ru.yandex.clickhouse:clickhouse-jdbc]",1
"[com.google.code.findbugs:jsr305,com.google.code.gson:gson,commons-lang:commons-lang,io.confluent:kafka-avro-serializer,io.springfox:springfox-swagger2,javax.xml.bind:jaxb-api,junit:junit,org.apache.avro:avro,org.apache.commons:commons-pool2,org.apache.curator:curator-recipes,org.apache.curator:curator-x-discovery,org.apache.kafka:kafka-clients,org.apache.kafka:kafka_2.9.2,org.apache.zookeeper:zookeeper,org.codehaus.groovy.modules.http-builder:http-builder,org.codehaus.groovy:groovy-all,org.easymock:easymock,org.hamcrest:hamcrest,org.spockframework:spock-core]",1
"[cglib:cglib,com.alibaba:fastjson,com.google.guava:guava,log4j:log4j,org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,org.jsoup:jsoup,org.mozilla:rhino,org.reflections:reflections,org.weakref:jmxutils]",1
"[com.google.code.gson:gson,com.google.guava:guava,com.xebialabs.restito:restito,junit:junit,org.slf4j:slf4j-jdk14]",1
"[com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,commons-io:commons-io,junit:junit,org.apache.logging.log4j:log4j-api,org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-all,org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,org.junit.vintage:junit-vintage-engine,org.mockito:mockito-core,org.slf4j:slf4j-api]",1
"[org.apache.logging.log4j:log4j-core,org.mineacademy.plugin:AuthMe,org.mineacademy.plugin:CMI-API,org.mineacademy.plugin:CitizensAPI,org.mineacademy.plugin:DiscordSRV,org.mineacademy.plugin:EssentialsX,org.mineacademy.plugin:Factions,org.mineacademy.plugin:FactionsUUID,org.mineacademy.plugin:Jobs,org.mineacademy.plugin:LWC,org.mineacademy.plugin:LandsAPI,org.mineacademy.plugin:MassiveCore,org.mineacademy.plugin:Multiverse-Core,org.mineacademy.plugin:NuVotifier,org.mineacademy.plugin:PlaceholderAPI,org.mineacademy.plugin:ProtocolLib,org.mineacademy.plugin:Residence,org.mineacademy.plugin:SimpleClans,org.mineacademy.plugin:StackMob,org.mineacademy.plugin:Towny,org.mineacademy.plugin:TownyChat,org.mineacademy.plugin:Vault,org.mineacademy.plugin:WorldEdit,org.mineacademy.plugin:WorldGuard,org.mineacademy.plugin:mcMMO,org.projectlombok:lombok,org.spigotmc:spigot-api]",1
"[junit:junit,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-api,redis.clients:jedis]",1
"[com.google.protobuf:protobuf-java,commons-cli:commons-cli,commons-io:commons-io,commons-logging:commons-logging,org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpcore]",1
"[commons-cli:commons-cli,commons-io:commons-io,junit:junit,net.sourceforge.owlapi:owlapi-distribution,org.apache.commons:commons-lang3,org.apache.logging.log4j:log4j-api,org.apache.logging.log4j:log4j-core,org.apache.logging.log4j:log4j-slf4j-impl,org.apache.servicemix.bundles:org.apache.servicemix.bundles.collections-generic,org.codehaus.jackson:jackson-mapper-asl,org.hamcrest:hamcrest-all,org.mockito:mockito-all,org.powermock:powermock-api-mockito,org.powermock:powermock-module-junit4]",1
"[com.google.guava:guava,junit:junit]",2
"[com.google.guava:guava,junit:junit,org.apache.hadoop:hadoop-annotations,org.apache.hadoop:hadoop-auth,org.apache.hadoop:hadoop-common,org.apache.hadoop:hadoop-hdfs,org.apache.hadoop:hadoop-yarn-api,org.apache.hadoop:hadoop-yarn-client,org.apache.hadoop:hadoop-yarn-common,org.apache.httpcomponents:httpcore,org.apache.samza:samza-api,org.apache.samza:samza-aws_2.11,org.apache.samza:samza-azure_2.11,org.apache.samza:samza-core_2.11,org.apache.samza:samza-kafka_2.11,org.apache.samza:samza-kv-rocksdb_2.11,org.apache.samza:samza-kv_2.11,org.apache.samza:samza-log4j2_2.11,org.apache.samza:samza-test_2.11,org.apache.samza:samza-yarn_2.11,org.codehaus.jackson:jackson-jaxrs,org.schwering:irclib,org.slf4j:slf4j-api]",1
"[com.google.code.gson:gson,junit:junit,org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,org.slf4j:slf4j-api,org.slf4j:slf4j-simple]",1
"[com.h2database:h2,com.j256.ormlite:ormlite-core,javax.persistence:persistence-api,joda-time:joda-time,junit:junit,org.easymock:easymock]",1
"[com.alibaba:druid,com.alibaba:easyexcel,com.alibaba:fastjson,com.burgstaller:okhttp-digest,com.github.oshi:oshi-core,com.github.pagehelper:pagehelper-spring-boot-starter,com.github.xiaoymin:knife4j-spring-boot-starter,com.google.guava:guava,com.squareup.okhttp3:okhttp,io.springfox:springfox-boot-starter,javax.sip:jain-sip-ri,mysql:mysql-connector-java,net.sf.kxml:kxml2,org.dom4j:dom4j,org.mitre.dsmiley.httpproxy:smiley-http-proxy-servlet,org.mybatis.spring.boot:mybatis-spring-boot-starter,org.slf4j:log4j-over-slf4j,org.xerial:sqlite-jdbc,redis.clients:jedis]",1
"[com.google.code.gson:gson,com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru,com.vladsch.flexmark:flexmark,commons-collections:commons-collections,commons-io:commons-io,junit:junit,org.apache.commons:commons-jexl,org.apache.commons:commons-lang3,org.assertj:assertj-core,org.hamcrest:hamcrest-all]",1
"[com.google.guava:guava,com.googlecode.json-simple:json-simple,com.twelvemonkeys.imageio:imageio-jpeg,io.cucumber:cucumber-java,io.cucumber:cucumber-junit,io.cucumber:cucumber-picocontainer,junit:junit,net.sf.saxon:Saxon-HE,org.apache.commons:commons-compress,org.codehaus.jackson:jackson-core-asl,org.codehaus.jackson:jackson-mapper-asl,org.hamcrest:hamcrest,org.relaxng:jing,org.w3c.css:sac,xmlunit:xmlunit]",1
"[ch.qos.logback:logback-classic,ch.qos.logback:logback-core,junit:junit,org.slf4j:slf4j-api]",1
"[ch.qos.logback:logback-classic,com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.fasterxml.jackson.datatype:jackson-datatype-guava,com.fasterxml.jackson.datatype:jackson-datatype-jdk8,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.google.api-client:google-api-client,com.google.apis:google-api-services-pubsub,com.google.guava:guava,com.google.oauth-client:google-oauth-client,com.ning:async-http-client,com.spotify:logging,com.squareup.okhttp:mockwebserver,com.swrve:rate-limited-logger,io.netty:netty,io.norberg:auto-matter,io.norberg:auto-matter-jackson,junit:junit,org.awaitility:awaitility,org.hamcrest:hamcrest-library,org.mockito:mockito-core,org.objenesis:objenesis,org.slf4j:slf4j-api]",1
"[org.jsoup:jsoup,org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine]",1
"[com.beust:jcommander,com.carrotsearch:junit-benchmarks,com.fasterxml.jackson.core:jackson-annotations,com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.github.luben:zstd-jni,com.google.code.findbugs:jsr305,com.google.guava:guava,com.google.protobuf:protobuf-java,com.google.truth.extensions:truth-proto-extension,com.h2database:h2,com.squareup.okhttp3:okhttp,com.twitter.elephantbird:elephant-bird-core,com.twitter.elephantbird:elephant-bird-pig,commons-io:commons-io,commons-logging:commons-logging,commons-pool:commons-pool,it.unimi.dsi:fastutil,joda-time:joda-time,junit:junit,log4j:log4j,net.openhft:zero-allocation-hashing,net.sf.opencsv:opencsv,org.antlr:antlr-runtime,org.apache.arrow:arrow-vector,org.apache.avro:avro,org.apache.commons:commons-lang3,org.apache.commons:commons-text,org.apache.hadoop:hadoop-annotations,org.apache.hadoop:hadoop-client,org.apache.hadoop:hadoop-common,org.apache.hadoop:hadoop-mapreduce-client-core,org.apache.parquet:parquet-avro,org.apache.parquet:parquet-column,org.apache.parquet:parquet-common,org.apache.parquet:parquet-encoding,org.apache.parquet:parquet-format-structures,org.apache.parquet:parquet-hadoop,org.apache.parquet:parquet-jackson,org.apache.parquet:parquet-pig,org.apache.pig:pig,org.apache.thrift:libthrift,org.apache.yetus:audience-annotations,org.easymock:easymock,org.mockito:mockito-all,org.mockito:mockito-core,org.openjdk.jmh:jmh-core,org.openjdk.jmh:jmh-generator-annprocess,org.scala-lang:scala-library,org.semver:api,org.slf4j:slf4j-api,org.slf4j:slf4j-log4j12,org.slf4j:slf4j-simple,org.xerial.snappy:snappy-java]",1
"[com.esotericsoftware:kryo,com.github.davidmoten:flatbuffers-java,com.github.davidmoten:grumpy-core,com.github.davidmoten:guava-mini,com.github.davidmoten:junit-extras,io.reactivex:rxjava,io.reactivex:rxjava-string,javax.annotation:javax.annotation-api,junit:junit,org.mockito:mockito-core,org.openjdk.jmh:jmh-core,org.openjdk.jmh:jmh-generator-annprocess]",1
"[com.alibaba:druid-spring-boot-starter,com.alipay.sdk:alipay-sdk-java,com.auth0:java-jwt,com.github.pagehelper:pagehelper-spring-boot-starter,com.github.qcloudsms:qcloudsms,com.qcloud:cos_api,io.springfox:springfox-swagger2,org.apache.shiro:shiro-spring,org.mybatis.generator:mybatis-generator-core,org.mybatis.spring.boot:mybatis-spring-boot-starter,tk.mybatis:mapper-spring-boot-starter]",1
"[com.thinkaurelius.titan:titan-cassandra,com.thinkaurelius.titan:titan-core,com.thinkaurelius.titan:titan-es,com.thinkaurelius.titan:titan-hbase,com.tinkerpop.blueprints:blueprints-core,com.tinkerpop.blueprints:blueprints-sail-graph,com.tinkerpop.gremlin:gremlin-groovy,com.tinkerpop.rexster:rexster-core,junit:junit,log4j:log4j,org.apache.hadoop:hadoop-core,org.apache.mrunit:mrunit,org.openrdf.sesame:sesame-rio-n3,org.openrdf.sesame:sesame-rio-ntriples,org.openrdf.sesame:sesame-rio-rdfxml,org.openrdf.sesame:sesame-rio-trig,org.openrdf.sesame:sesame-rio-trix,org.openrdf.sesame:sesame-rio-turtle,org.slf4j:slf4j-api,org.slf4j:slf4j-log4j12]",1
"[com.sk89q.worldedit:worldedit-bukkit,com.zaxxer:HikariCP,io.papermc.paper:paper-api,org.bstats:bstats-bukkit-lite]",1
"[javax.xml.ws:jaxws-api,net.sourceforge.javaflacencoder:java-flac-encoder,org.json:json]",1
"[org.jetbrains.kotlin:kotlin-stdlib,org.junit.jupiter:junit-jupiter,org.projectlombok:lombok]",1
"[com.android.tools.ddms:ddmlib,com.bulenkov:darcula,junit:junit,log4j:log4j]",1
"[com.google.guava:guava,org.apache.commons:commons-lang3]",1
"[org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,org.junit.jupiter:junit-jupiter-params,org.openjdk.jmh:jmh-core,org.openjdk.jmh:jmh-generator-annprocess]",1
"[com.github.tomakehurst:wiremock,com.googlecode.javaewah:JavaEWAH,com.googlecode.matrix-toolkits-java:mtj,commons-codec:commons-codec,commons-io:commons-io,junit:junit,net.minidev:json-smart,org.apache.commons:commons-math3,org.apache.httpcomponents:httpasyncclient,org.bouncycastle:bcprov-jdk15on,org.mockito:mockito-all]",1
"[jakarta.json:jakarta.json-api,jakarta.json:jakarta.json-tck-common,jakarta.json:jakarta.json-tck-tests,jakarta.json:jakarta.json-tck-tests-pluggability,jakarta.json:jakarta.json-tck-ug,org.eclipse.parsson:parsson,org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,org.netbeans.tools:sigtest-maven-plugin]",1
"[com.cloudbees.plugins:build-flow-plugin,com.coravy.hudson.plugins.github:github,junit:junit,org.apache.ant:ant,org.codehaus.groovy:groovy-all,org.codehaus.plexus:plexus-classworlds,org.codehaus.plexus:plexus-utils,org.easytesting:fest-assert,org.jenkins-ci.plugins:bouncycastle-api,org.jenkins-ci.plugins:credentials,org.jenkins-ci.plugins:git,org.jenkins-ci.plugins:github-api,org.jenkins-ci.plugins:job-dsl,org.jenkins-ci.plugins:matrix-project,org.jenkins-ci.plugins:plain-credentials,org.jenkins-ci.plugins:scm-api,org.jenkins-ci.plugins:script-security,org.jenkins-ci.plugins:structs,org.jenkins-ci.plugins:token-macro,org.jenkins-ci:annotation-indexer,org.jenkins-ci:symbol-annotation,org.mockito:mockito-all,org.powermock:powermock-api-mockito,org.powermock:powermock-module-junit4]",1
"[com.alibaba:druid,com.alibaba:fastjson,com.github.pagehelper:pagehelper-spring-boot-starter,com.github.penggle:kaptcha,com.google.zxing:core,com.ibeetl:beetl,commons-io:commons-io,io.springfox:springfox-swagger-ui,io.springfox:springfox-swagger2,org.apache.commons:commons-lang3,org.apache.shiro:shiro-core,org.apache.shiro:shiro-ehcache,org.apache.shiro:shiro-spring,org.apache.velocity:velocity,org.ehcache:ehcache,tk.mybatis:mapper-spring-boot-starter]",1
"[com.google.code.gson:gson,commons-codec:commons-codec]",1
"[ch.qos.logback:logback-classic,commons-io:commons-io,commons-logging:commons-logging,joda-time:joda-time,junit:junit,org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpcore,org.hamcrest:hamcrest-all,org.mockito:mockito-core,org.slf4j:jcl-over-slf4j,org.slf4j:slf4j-api]",1
"[com.github.jnr:jnr-unixsocket,com.sun.grizzly:grizzly-servlet-webserver,javax.json:javax.json-api,junit:junit,org.apache.commons:commons-io,org.apache.httpcomponents:httpclient,org.glassfish:javax.json,org.hamcrest:hamcrest-all,org.mockito:mockito-all]",1
"[commons-codec:commons-codec,commons-configuration:commons-configuration,commons-io:commons-io,junit:junit,net.jcip:jcip-annotations,org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpcore,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-analyzers-smartcn,org.apache.lucene:lucene-core,org.apache.lucene:lucene-highlighter,org.apache.lucene:lucene-queries,org.apache.lucene:lucene-queryparser,org.apache.poi:ooxml-schemas,org.apache.tika:tika-core,org.apache.tika:tika-parsers,org.eclipse.jetty:jetty-server,org.eclipse.jetty:jetty-servlet,org.eclipse.jetty:jetty-servlets,org.erlang.otp:jinterface,org.hamcrest:hamcrest-all,org.json:json,org.mozilla:rhino,org.slf4j:slf4j-api,org.slf4j:slf4j-simple]",1
"[io.springfox:springfox-swagger-ui,io.springfox:springfox-swagger2,org.junit.jupiter:junit-jupiter-api,org.junit.platform:junit-platform-runner,org.junit.vintage:junit-vintage-engine]",1
"[com.dropbox.core:dropbox-core-sdk,com.google.api-client:google-api-client,com.google.api-client:google-api-client-gson,com.google.apis:google-api-services-drive,commons-cli:commons-cli,commons-codec:commons-codec,commons-io:commons-io,junit:junit,org.apache.commons:commons-csv,org.apache.commons:commons-lang3,org.bouncycastle:bcpg-jdk15on,org.bouncycastle:bcprov-jdk15on]",1
"[com.google.errorprone:error_prone_annotations,org.jenkins-ci.plugins:envinject,org.jenkins-ci.plugins:mapdb-api,org.json:json,org.tmatesoft.svnkit:svnkit,org.tmatesoft.svnkit:svnkit-cli]",1
"[ch.qos.logback:logback-classic,criterium:criterium,io.netty:netty-transport-native-epoll,io.netty:netty-transport-native-kqueue,io.vertx:vertx-dropwizard-metrics,io.vertx:vertx-junit5,io.vertx:vertx-web,io.vertx:vertx-web-client,metosin:jsonista,org.clojure:clojure,org.clojure:spec.alpha,org.clojure:tools.logging,org.hamcrest:hamcrest-library,org.jetbrains:annotations,org.junit.jupiter:junit-jupiter,org.junit.jupiter:junit-jupiter-engine,org.mockito:mockito-junit-jupiter,org.slf4j:slf4j-api,ring:ring-core,ring:ring-json]",1
"[com.github.tlrx:elasticsearch-test,log4j:log4j,org.elasticsearch:elasticsearch,org.python:jython-standalone]",1
"[com.bekvon.bukkit.residence:Residence,com.bgsoftware:SuperiorSkyblockAPI,com.comphenix.protocol:ProtocolLib,com.dumptruckman.minecraft:JsonConfiguration,com.github.Ghost-chu:MineDown,com.github.MilkBowl:VaultAPI,com.github.TechFortress:GriefPrevention,com.github.TownyAdvanced:Towny,com.github.alex9849:advanced-region-market,com.github.angeschossen:LandsAPI,com.github.seeseemelk:MockBukkit-v1.16,com.griefcraft.lwc:LWCX,com.iridium:IridiumSkyblock,com.lishid:OpenInv,com.massivecraft:Factions,com.plotsquared:PlotSquared-Core,com.rollbar:rollbar-java,com.sk89q.worldguard:worldguard-bukkit,com.songoda:SongodaCore,com.songoda:skyblock,com.squareup.okhttp3:okhttp,commons-codec:commons-codec,commons-io:commons-io,de.tr7zw:item-nbt-api-plugin,fr.neatmonster:nocheatplus,io.papermc:paperlib,me.clip:placeholderapi,me.lucko.luckperms:luckperms-api,me.lucko:helper,me.lucko:helper-profiles,me.minebuilders:clearlag,me.vagdedes.spartan:SpartanAPI,me.xanium:GemsEconomy,mysql:mysql-connector-java,net.tnemc:Reserve,org.apache.commons:commons-compress,org.jetbrains:annotations,org.junit.jupiter:junit-jupiter,org.junit.jupiter:junit-jupiter-api,org.maxgamer.storage:simplixstorage,org.primesoft.blockshub:BlockHub,org.projectlombok:lombok,org.slf4j:slf4j-nop,org.spigotmc:spigot-api,org.xerial:sqlite-jdbc,tne.tne:TheNewEconomy]",1
"[com.aliyun:aliyun-java-sdk-core,com.aliyun:aliyun-java-sdk-kms,com.aliyun:aliyun-java-sdk-ram,junit:junit,org.apache.httpcomponents:httpclient,org.bouncycastle:bcprov-jdk15on,org.codehaus.jettison:jettison,org.jdom:jdom2]",1
"[com.alibaba:fastjson,com.squareup.okhttp3:okhttp,com.vdurmont:emoji-java,javax.activation:activation,junit:junit,log4j:log4j,org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpmime,org.slf4j:slf4j-api,org.slf4j:slf4j-log4j12]",1
"[com.alibaba:fastjson,com.google.guava:guava,com.google.zxing:core,com.google.zxing:javase,com.squareup.okhttp3:okhttp,commons-codec:commons-codec,joda-time:joda-time,org.apache.commons:commons-lang3,org.bitcoinj:bitcoinj-core,org.jetbrains:annotations,org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,org.slf4j:slf4j-nop]",1
"[com.github.jai-imageio:jai-imageio-core,com.github.twosigma.beakerx:beaker-kernel-base,com.googlecode.json-simple:json-simple,commons-cli:commons-cli,org.codehaus.groovy:groovy-json,org.knowm.xchart:xchart]",1
"[com.opencsv:opencsv,commons-codec:commons-codec,junit:junit,org.apache.commons:commons-collections4,org.apache.commons:commons-lang3,org.apache.commons:commons-math3,org.apache.commons:commons-text,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.mockito:mockito-all,org.slf4j:slf4j-api]",1
"[ch.qos.logback:logback-classic,com.github.docker-java:docker-java,com.github.docker-java:docker-java-transport-httpclient5,com.google.code.gson:gson,io.javalin:javalin,org.assertj:assertj-core,org.brotli:dec,org.jsoup:jsoup,org.junit.jupiter:junit-jupiter,org.mock-server:mockserver-junit-jupiter,org.seleniumhq.selenium:selenium-grid,org.seleniumhq.selenium:selenium-java,org.slf4j:slf4j-api]",1
"[org.apache.httpcomponents:httpclient,org.springframework.boot:spring-boot-configuration-processor,org.springframework.boot:spring-boot-starter-web]",1
"[com.github.multiformats:java-multiaddr,junit:junit,org.hamcrest:hamcrest-core]",1
"[eu.neilalexander:jnacl,junit:junit]",1
"[com.101tec:zkclient,com.fasterxml.jackson.core:jackson-databind,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.fasterxml.jackson.datatype:jackson-datatype-joda,com.fasterxml.jackson.module:jackson-module-parameter-names,com.fasterxml.jackson.module:jackson-module-scala_2.11,commons-io:commons-io,io.confluent:common-config,io.confluent:common-utils,io.confluent:kafka-avro-serializer,io.confluent:kafka-schema-registry-client,io.springfox:springfox-swagger-ui,io.springfox:springfox-swagger2,io.swagger:swagger-annotations,joda-time:joda-time,org.apache.avro:avro,org.apache.commons:commons-collections4,org.apache.commons:commons-lang3,org.apache.curator:curator-client,org.apache.curator:curator-framework,org.apache.kafka:kafka-clients,org.apache.kafka:kafka_2.11,org.projectlombok:lombok,org.yaml:snakeyaml]",1
"[io.objectbox:objectbox-java,io.objectbox:objectbox-linux,io.objectbox:objectbox-macos,io.objectbox:objectbox-windows]",1
"[com.google.guava:guava,mawazo:chombo,mawazo:hoidla,org.apache.commons:commons-lang3,org.apache.jena:jena-arq,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-analyzers-morfologik,org.apache.lucene:lucene-core,org.clojure:clojure,org.clojure:clojure-contrib,org.slf4j:slf4j-log4j12,org.testng:testng,storm:storm]",1
"[com.github.stefanbirkner:system-lambda,org.assertj:assertj-core,org.hsqldb:hsqldb,org.junit.jupiter:junit-jupiter-engine,org.junit.jupiter:junit-jupiter-params,org.mybatis:mybatis]",1
"[com.github.gabrie-allaigre:java-gitlab-api,com.google.code.findbugs:jsr305,com.squareup.okhttp:mockwebserver,junit:junit,org.apache.commons:commons-lang3,org.assertj:assertj-core,org.codehaus.sonar:sonar-batch,org.freemarker:freemarker,org.mockito:mockito-core,org.sonarsource.sonarqube:sonar-plugin-api,org.sonarsource.sonarqube:sonar-ws]",1
"[org.hashids:hashids,org.mockito:mockito-core,org.powermock:powermock-api-mockito2,org.powermock:powermock-module-junit4,org.springframework.cloud:spring-cloud-deployer-resource-docker,org.springframework.cloud:spring-cloud-deployer-spi,org.springframework.cloud:spring-cloud-deployer-spi-test]",1
"[org.eclipse.jetty:jetty-server,org.hamcrest:hamcrest-all,org.seleniumhq.selenium.fluent:fluent-selenium,org.seleniumhq.selenium:selenium-java,org.testng:testng]",1
"[ch.qos.logback:logback-classic,com.fasterxml.jackson.core:jackson-databind,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.github.scribejava:scribejava-apis,org.apache.httpcomponents:httpclient,org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-params,org.projectlombok:lombok,org.slf4j:slf4j-api]",1
"[cglib:cglib,com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.google.guava:guava,com.jayway.awaitility:awaitility,commons-codec:commons-codec,commons-collections:commons-collections,commons-io:commons-io,commons-lang:commons-lang,commons-logging:commons-logging,de.flapdoodle.embed:de.flapdoodle.embed.mongo,de.is24.common:appmon4j-core,de.is24.common:appmon4j-spring,de.is24.common:appmon4j-testutil,javax.servlet:jstl,joda-time:joda-time,junit:junit,net.java.dev.jna:jna,org.apache.commons:commons-compress,org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpmime,org.apache.tomcat.embed:tomcat-embed-jasper,org.apache.tomcat:tomcat-servlet-api,org.aspectj:aspectjrt,org.aspectj:aspectjweaver,org.bouncycastle:bcpg-jdk15on,org.easytesting:fest-assert-core,org.glassfish.web:jstl-impl,org.hamcrest:hamcrest-core,org.kohsuke:libpam4j,org.mockito:mockito-core,org.mongodb:mongo-java-driver,org.redline-rpm:redline,org.slf4j:jul-to-slf4j,org.slf4j:slf4j-log4j12,org.springframework.boot:spring-boot-starter-tomcat,org.springframework.boot:spring-boot-starter-web,org.springframework.data:spring-data-mongodb,org.springframework.security:spring-security-config,org.springframework.security:spring-security-core,org.springframework.security:spring-security-web,org.springframework:spring-test,org.springframework:spring-tx,org.springframework:spring-web,org.springframework:spring-webmvc,org.tuckey:urlrewritefilter,org.xerial:sqlite-jdbc]",1
"[com.alibaba:druid,gov.nist.math:jama,io.netty:netty-all,junit:junit,mysql:mysql-connector-java,org.apache.commons:commons-io,org.apache.commons:commons-lang3,org.springframework:spring-aspects,org.springframework:spring-beans,org.springframework:spring-context,org.springframework:spring-jdbc]",1
"[com.cedarsoftware:java-util,com.fasterxml.jackson.core:jackson-core,javax.json:javax.json-api,junit:junit,org.bouncycastle:bcprov-jdk15on,org.glassfish:javax.json,org.hdrhistogram:HdrHistogram,org.javassist:javassist,org.objenesis:objenesis,org.openjdk.jmh:jmh-core]",1
"[com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.github.mangstadt:vinnie,junit:junit,nl.jqno.equalsverifier:equalsverifier,org.freemarker:freemarker,org.jsoup:jsoup,org.mockito:mockito-all,xalan:xalan,xmlunit:xmlunit]",1
"[org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,org.openjfx:javafx-base,org.openjfx:javafx-swing]",1
"[cglib:cglib,com.alibaba:druid,com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,com.github.miemiedev:mybatis-paginator,com.github.pagehelper:pagehelper,com.google.guava:guava,commons-fileupload:commons-fileupload,commons-net:commons-net,javax.servlet:jsp-api,javax.servlet:servlet-api,javax.validation:validation-api,joda-time:joda-time,jstl:jstl,junit:junit,mysql:mysql-connector-java,net.sf.ehcache:ehcache,org.apache.commons:commons-io,org.apache.commons:commons-lang3,org.apache.shiro:shiro-core,org.apache.shiro:shiro-ehcache,org.apache.shiro:shiro-spring,org.apache.shiro:shiro-web,org.aspectj:aspectjweaver,org.codehaus.jackson:jackson-mapper-asl,org.hibernate:hibernate-validator,org.mybatis.caches:mybatis-ehcache,org.mybatis:mybatis,org.mybatis:mybatis-spring,org.slf4j:slf4j-log4j12,org.springframework:spring-aspects,org.springframework:spring-beans,org.springframework:spring-context,org.springframework:spring-jdbc,org.springframework:spring-webmvc]",1
"[com.google.code.findbugs:annotations,io.jenkins.plugins:code-coverage-api,net.sf.trove4j:trove4j,org.easymock:easymockclassextension,org.jenkins-ci.plugins:dashboard-view]",1
"[cn.hutool:hutool-all,com.github.hydevelop:HyLogger,junit:junit,org.projectlombok:lombok]",1
"[com.github.martinpaljak:capfile,org.apache.ant:ant]",1
"[ch.qos.logback:logback-classic,io.reactivex.rxjava3:rxjava,org.assertj:assertj-core,org.junit.jupiter:junit-jupiter]",1
"[com.atlassian.plugins:atlassian-plugins-osgi-testrunner,com.google.code.gson:gson,commons-lang:commons-lang,javax.ws.rs:jsr311-api,org.mockito:mockito-all,org.powermock:powermock-api-mockito,org.powermock:powermock-module-junit4]",1
"[org.assertj:assertj-core,org.testng:testng]",1
